"기준일","구간","출발역","도착역","운임(금~일, 공휴일)","특실요금(금~일, 공휴일)","운임(월~목요일)","특실요금(월~목요일)","운임(전 요일)","특실요금(전 요일)"
"~2014.12.31","서울~(마산)~순천","대전","동대구","15400","3600","14700","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","경산","16600","3600","15900","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","청도","18800","3600","18000","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","밀양","20800","3600","19900","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","진영","23200","3600","22200","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","진례","23500","3600","22400","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","창원중앙","24500","3700","23400","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","창원","24800","3700","23700","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","마산","25100","3800","24000","3600","",""
"~2014.12.31","서울~(마산)~순천","대전","함안","26600","4000","25400","3800","",""
"~2014.12.31","서울~(마산)~순천","대전","진주","29900","4500","28600","4300","",""
"~2014.12.31","서울~(마산)~순천","대전","순천","37100","5600","35400","5300","",""
"~2014.12.31","서울~(마산)~순천","옥천","영동","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","김천","6900","3600","6600","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","구미","9100","3600","8700","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","왜관","10900","3600","10400","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","대구","13600","3600","13000","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","동대구","13900","3600","13300","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","경산","15000","3600","14300","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","청도","17300","3600","16500","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","밀양","19200","3600","18300","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","진영","21600","3600","20600","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","진례","22000","3600","21000","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","창원중앙","23000","3600","22000","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","창원","23200","3600","22200","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","마산","23600","3600","22500","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","함안","25100","3800","24000","3600","",""
"~2014.12.31","서울~(마산)~순천","옥천","진주","28300","4200","27000","4100","",""
"~2014.12.31","서울~(마산)~순천","옥천","순천","35600","5300","34000","5100","",""
"~2014.12.31","서울~(마산)~순천","영동","김천","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","구미","6300","3600","6000","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","왜관","8100","3600","7700","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","대구","10700","3600","10200","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","동대구","11100","3600","10600","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","경산","12200","3600","11700","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","청도","14500","3600","13800","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","밀양","16400","3600","15700","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","진영","18800","3600","18000","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","진례","19200","3600","18300","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","창원중앙","20100","3600","19200","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","창원","20400","3600","19500","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","마산","20800","3600","19900","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","함안","22200","3600","21200","3600","",""
"~2014.12.31","서울~(마산)~순천","영동","진주","25500","3800","24400","3700","",""
"~2014.12.31","서울~(마산)~순천","영동","순천","32800","4900","31300","4700","",""
"~2014.12.31","서울~(마산)~순천","김천","구미","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","왜관","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","대구","6700","3600","6400","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","동대구","7000","3600","6700","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","경산","8200","3600","7800","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","청도","10400","3600","9900","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","밀양","12300","3600","11700","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","진영","14700","3600","14000","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","진례","15100","3600","14400","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","창원중앙","16100","3600","15400","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","창원","16400","3600","15700","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","마산","16700","3600","15900","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","함안","18200","3600","17400","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","진주","21400","3600","20400","3600","",""
"~2014.12.31","서울~(마산)~순천","김천","순천","28700","4300","27400","4100","",""
"~2014.12.31","서울~(마산)~순천","구미","왜관","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","대구","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","동대구","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","경산","6000","3600","5700","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","청도","8200","3600","7800","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","밀양","10100","3600","9600","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","진영","12500","3600","11900","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","진례","12900","3600","12300","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","창원중앙","13900","3600","13300","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","창원","14100","3600","13500","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","마산","14500","3600","13800","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","함안","16000","3600","15300","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","진주","19200","3600","18300","3600","",""
"~2014.12.31","서울~(마산)~순천","구미","순천","26500","4000","25300","3800","",""
"~2014.12.31","서울~(마산)~순천","왜관","대구","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","동대구","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","경산","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","청도","6300","3600","6000","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","밀양","8300","3600","7900","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","진영","10700","3600","10200","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","진례","11000","3600","10500","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","창원중앙","12000","3600","11500","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","창원","12300","3600","11700","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","마산","12600","3600","12000","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","함안","14100","3600","13500","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","진주","17400","3600","16600","3600","",""
"~2014.12.31","서울~(마산)~순천","왜관","순천","24600","3700","23500","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","동대구","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","경산","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","청도","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","밀양","5600","3600","5300","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","진영","8000","3600","7600","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","진례","8400","3600","8000","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","창원중앙","9400","3600","9000","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","창원","9700","3600","9300","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","마산","10000","3600","9600","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","함안","11500","3600","11000","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","진주","14800","3600","14100","3600","",""
"~2014.12.31","서울~(마산)~순천","대구","순천","22000","3600","21000","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","경산","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","청도","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","밀양","5300","3600","5100","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","진영","7700","3600","7400","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","진례","8100","3600","7700","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","창원중앙","9100","3600","8700","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","창원","9400","3600","9000","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","마산","9700","3600","9300","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","함안","11200","3600","10700","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","진주","14500","3600","13800","3600","",""
"~2014.12.31","서울~(마산)~순천","동대구","순천","21700","3600","20700","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","청도","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","밀양","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","진영","6500","3600","6200","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","진례","6900","3600","6600","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","창원중앙","7900","3600","7500","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","창원","8200","3600","7800","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","마산","8500","3600","8100","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","함안","10000","3600","9600","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","진주","13300","3600","12700","3600","",""
"~2014.12.31","서울~(마산)~순천","경산","순천","20500","3600","19600","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","밀양","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","진영","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","진례","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","창원중앙","5700","3600","5400","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","창원","5900","3600","5600","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","마산","6300","3600","6000","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","함안","7800","3600","7400","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","진주","11000","3600","10500","3600","",""
"~2014.12.31","서울~(마산)~순천","청도","순천","18300","3600","17500","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","진영","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","진례","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","창원중앙","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","창원","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","마산","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","함안","5900","3600","5600","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","진주","9100","3600","8700","3600","",""
"~2014.12.31","서울~(마산)~순천","밀양","순천","16400","3600","15700","3600","",""
"~2014.12.31","서울~(마산)~순천","진영","진례","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","진영","창원중앙","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","진영","창원","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","진영","마산","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","진영","함안","4800","3600","4800","3600","",""
"~2014.12.31","서울~(마산)~순천","진영","진주","6700","3600","6400","3600","",""
